PersPerOccupHous,PctHousOwnOcc,MalePctDivorce,FamInc,PctRecImmig8,NormPopulation,Rent,PctPopUnderPov,PctLess9thGrade,PctUnemployed,NumStreet,ViolentCrimesPerPop
0.41,0.39,0.62,Medium,0.78,0.09,Medium,0.21,0.28,0.19,0.29,31
0.72,0.88,0.17,High,0.05,0.01,Medium,0.01,0.1,0.32,0,5
0.23,0.35,0.66,Medium,0.18,0,Medium,0.25,0.37,0.37,0.01,20
0.28,0.17,0.55,Medium,1,1,Medium,0.33,0.39,0.38,1,76
0.4,0.61,0.51,Low,0.03,0,Low,0.24,0.35,0.28,0,54
0.4,0.54,0.53,Low,0.01,0.06,Low,0.33,0.36,0.34,0,23
0.49,0.5,0.47,Medium,0.34,0.08,Medium,0.23,0.19,0.27,0.06,31
0.41,0.67,0.35,Medium,0.02,0,Low,0.07,0.16,0.14,0,5
0.39,0.53,0.46,Low,0,0,Low,0.35,0.54,0.24,0,53
0.28,0.45,0.67,Medium,0.19,0.05,Medium,0.14,0.07,0.17,0,10
0.32,0.47,0.23,Medium,0.24,0.06,Medium,0.11,0.14,0.25,0,9
0.32,0.57,0.5,Low,0.04,0.01,Low,0.36,0.49,0.4,0,26
0.59,0.71,0.29,Medium,0.1,0.01,High,0.05,0.17,0.3,0,5
0.47,0.59,0.39,Medium,0.24,0.02,Medium,0.16,0.29,0.31,0.01,17
0.45,0.48,0.42,Medium,0.14,0.06,Medium,0.21,0.64,0.58,0,29
0.36,0.65,0.28,Medium,0.12,0.07,Medium,0.1,0.24,0.2,0,8
0.38,0.86,0.19,Medium,0.03,0,Low,0.11,0.19,0.12,0,4
0.48,0.51,0.75,Low,0.12,0.01,Medium,0.31,0.39,0.39,0,57
0.47,0.73,0.3,Medium,0.05,0.01,Low,0.08,0.08,0.26,0,15
0.43,0.58,0.42,Low,0.01,0.01,Low,0.45,0.57,0.27,0,15
0.56,0.79,0.25,Medium,0.03,0.05,Medium,0.06,0.27,0.2,0,3
0.64,0.73,0.31,Medium,0.01,0.01,Low,0.13,0.47,0.38,0,5
0.41,0.42,0.61,Low,0,0.02,Low,0.76,0.51,0.61,0,20
0.41,0.55,0.39,Medium,0.18,0.01,Medium,0.16,0.08,0.12,0,10
0.74,0.22,0.42,Low,0.63,0.05,Medium,0.32,0.33,0.24,0,46
0.39,0.37,0.5,Medium,0.11,0.16,Medium,0.31,0.52,0.5,0.02,24
0.36,0.33,0.32,Medium,0.41,0.08,Medium,0.16,0.3,0.37,0.01,20
0.84,0.49,0.49,Medium,0.73,0.2,Medium,0.35,0.5,0.47,0.08,49
